Snowflake Headers,Snowflake Field Names ,Dictionary Headers
MT_LATIN_MUSIC_ENTHUSIASTS,MT - Latin Music Enthusiasts,MT_LATIN_MUSIC_ENTHUSIASTS
MT_LAUNDRY_NEW_PRODUCT_SEEKERS,MT - Laundry New Product Seekers,MT_LAUNDRY_NEW_PRODUCT_SEEKERS
MT_LIBERAL_CAUSES_DONORS,MT - Liberal Causes Donors,MT_LIBERAL_CAUSES_DONORS
MT_LIKELY_CRUISER,MT - Likely Cruiser,MT_LIKELY_CRUISER
MT_LIKELY_MORTGAGE_REFINANCERS,MT - Likely Mortgage Refinancers,MT_LIKELY_MORTGAGE_REFINANCERS
MT_LIKELY_PLANNED_GIVERS,MT - Likely Planned Givers,MT_LIKELY_PLANNED_GIVERS
MT_LIKELY_TO_SUFFER_FROM_INSOMNIA,MT - Likely to Suffer from Insomnia,MT_LIKELY_TO_SUFFER_FROM_INSOMNIA
MT_LIKELY_TO_USE_AN_INVESTMENT_BROKER,MT - Likely to Use an Investment Broker,MT_LIKELY_TO_USE_AN_INVESTMENT_BROKER
MT_LIKELY_VOTERS,MT - Likely Voters,MT_LIKELY_VOTERS
MT_LIVE_MUSIC_CONCERT_ATTENDEES,MT - Live Music Concert Attendees,MT_LIVE_MUSIC_CONCERT_ATTENDEES
MT_LONG_TERM_CARE,MT - Long Term Care,MT_LONG_TERM_CARE
MT_MAGAZINE_READERS,MT - Magazine Readers,MT_MAGAZINE_READERS
MT_MASTER_COOK,MT - Master Cook,MT_MASTER_COOK
MT_MEAL_PLANNERS,MT - Meal Planners,MT_MEAL_PLANNERS
MT_MEDICAID_POTENTIAL_QUALIFIED_HOUSEHOLD,MT - Medicaid Potential Qualified Household,MT_MEDICAID_POTENTIAL_QUALIFIED_HOUSEHOLD
MT_MEDICARE_ADVANTAGE_PLAN_PURCHASERS,MT - Medicare Advantage Plan Purchasers,MT_MEDICARE_ADVANTAGE_PLAN_PURCHASERS
MT_MEDICARE_DUAL_ELIGIBLE_HOUSEHOLD,MT - Medicare Dual Eligible Household,MT_MEDICARE_DUAL_ELIGIBLE_HOUSEHOLD
MT_MEDICARE_PLAN_D_PRESCRIPTION_DRUG_HEALTH_PURCHASER,MT - Medicare Plan D Prescription Drug (Health) Purchaser,MT_MEDICARE_PLAN_D_PRESCRIPTION_DRUG_HEALTH_PURCHASER
MT_MEDICARE_SUPPLEMENT_INSURANCE_PURCHASERS,MT - Medicare Supplement Insurance Purchasers,MT_MEDICARE_SUPPLEMENT_INSURANCE_PURCHASERS
MT_MENS_BIG_AND_TALL_APPAREL_CUSTOMERS,MT - Mens Big and Tall Apparel Customers,MT_MENS_BIG_AND_TALL_APPAREL_CUSTOMERS
MT_MIDMARKET_TERM_LIFE_INSURANCE_PURCHASERS,MT - Midmarket Term Life Insurance Purchasers,MT_MIDMARKET_TERM_LIFE_INSURANCE_PURCHASERS
MT_MIDMARKET_WHOLE_LIFE_INSURANCE_PURCHASERS,MT - Midmarket Whole Life Insurance Purchasers,MT_MIDMARKET_WHOLE_LIFE_INSURANCE_PURCHASERS
MT_MOBILE_BANKING_USERS,MT - Mobile Banking Users,MT_MOBILE_BANKING_USERS
MT_MOBILE_BROWSERS,MT - Mobile Browsers,MT_MOBILE_BROWSERS
MT_MOBILE_SHOPPING_LIST_USERS,MT - Mobile Shopping List Users,
MT_MONITORED_HOME_SECURITY_SYSTEM_OWNERS,MT - Monitored Home Security System Owners,MT_MONITORED_HOME_SECURITY_SYSTEM_OWNERS
MT_MULTI_POLICY_INSURANCE_OWNERS,MT - Multi-Policy Insurance Owners,MT_MULTI_POLICY_INSURANCE_OWNERS
MT_MULTI_RETAILER_SHOPPERS,MT - Multi-Retailer Shoppers,MT_MULTI_RETAILER_SHOPPERS
MT_NASCAR_ENTHUSIASTS,MT - NASCAR Enthusiasts,MT_NASCAR_ENTHUSIASTS
MT_NATURAL__GREEN_PRODUCT_HOME_CLEANERS,MT - Natural / Green Product Home Cleaners,MT_NATURAL__GREEN_PRODUCT_HOME_CLEANERS
MT_NATURAL_PRODUCT_PERSONAL_CARE_PRODUCT_USERS,MT - Natural Product Personal Care Product Users,MT_NATURAL_PRODUCT_PERSONAL_CARE_PRODUCT_USERS
MT_NEW_LUXURY_VEHICLE_PURCHASERS,MT - New Luxury Vehicle Purchasers,MT_NEW_LUXURY_VEHICLE_PURCHASERS
MT_NEW_NON_LUXURY_VEHICLE_PURCHASERS,MT - New non-Luxury Vehicle Purchasers,MT_NEW_NON_LUXURY_VEHICLE_PURCHASERS
MT_NEW_ROOF_CUSTOMERS,MT - New Roof Customers,MT_NEW_ROOF_CUSTOMERS
MT_ON_DEMAND_MOVIE_SUBSCRIBERS,MT - On Demand Movie Subscribers,MT_ON_DEMAND_MOVIE_SUBSCRIBERS
MT_ONE_STOP_SHOPPERS,MT - One-Stop Shoppers,MT_ONE_STOP_SHOPPERS
MT_ONLINE_DELIVERY_RESTAURANT_CUSTOMERS,MT - Online - Delivery Restaurant Customers,MT_ONLINE_DELIVERY_RESTAURANT_CUSTOMERS
MT_ONLINE_PICK_UP_RESTAURANT_CUSTOMERS,MT - Online - Pick Up Restaurant Customers,MT_ONLINE_PICK_UP_RESTAURANT_CUSTOMERS
MT_ONLINE_DEGREEEDUCATION_SEEKERS,MT - Online Degree/Education Seekers,
MT_ONLINE_HOME_CLEANING_PRODUCT_BUYERS,MT - Online Home Cleaning Product Buyers,MT_ONLINE_HOME_CLEANING_PRODUCT_BUYERS
MT_ONLINE_LAUNDRY_PRODUCT_BUYERS,MT - Online Laundry Product Buyers,MT_ONLINE_LAUNDRY_PRODUCT_BUYERS
MT_ONLINE_MAGAZINENEWSPAPER_SUBSCRIBERS,MT - Online Magazine/Newspaper Subscribers,MT_ONLINE_MAGAZINENEWSPAPER_SUBSCRIBERS
MT_ONLINE_PERSONAL_CARE_PRODUCT_BUYERS,MT - Online Personal Care Product Buyers,MT_ONLINE_PERSONAL_CARE_PRODUCT_BUYERS
MT_ONLINE_PET_FOOD_BUYERS,MT - Online Pet Food Buyers,MT_ONLINE_PET_FOOD_BUYERS
MT_ORGANIC_FOOD_PURCHASERS,MT - Organic Food Purchasers,MT_ORGANIC_FOOD_PURCHASERS
MT_ORGANIC_PRODUCT_PURCHASERS,MT - Organic Product Purchasers,MT_ORGANIC_PRODUCT_PURCHASERS
MT_PAPER_SHOPPING_LIST_USERS,MT - Paper Shopping List Users,MT_PAPER_SHOPPING_LIST_USERS
MT_PAYCHECK_TO_PAYCHECK_CONSUMERS,MT - Paycheck to Paycheck Consumers,MT_PAYCHECK_TO_PAYCHECK_CONSUMERS
MT_PERSONAL_CARE_NEW_PRODUCT_SEEKERS,MT - Personal Care New Product Seekers,MT_PERSONAL_CARE_NEW_PRODUCT_SEEKERS
MT_PERSONAL_TRAVELER,MT - Personal Traveler,MT_PERSONAL_TRAVELER
MT_PET_OWNERS,MT - Pet Owners,MT_PET_OWNERS
MT_PETS_ARE_FAMILY,MT - Pets Are Family,MT_PETS_ARE_FAMILY
MT_PLAN_TO_GET_FITNESS_MEMBERSHIP,MT - Plan to get Fitness Membership,MT_PLAN_TO_GET_FITNESS_MEMBERSHIP
MT_PLAN_TO_PURCHASE_HOME_SECURITY_SYSTEMS,MT - Plan to Purchase Home Security Systems,MT_PLAN_TO_PURCHASE_HOME_SECURITY_SYSTEMS
MT_PRE_SHOP_PLANNERS,MT - Pre-Shop Planners,MT_PRE_SHOP_PLANNERS
MT_PREMIUM_NATURAL_HOME_CLEANERS,MT - Premium Natural Home Cleaners,
MT_PREMIUM_NATURAL_LAUNDRY_PRODUCT_BUYERS,MT - Premium Natural Laundry Product Buyers,MT_PREMIUM_NATURAL_LAUNDRY_PRODUCT_BUYERS
MT_PREMIUM_NATURAL_PERSONAL_CARE_PRODUCT_USERS,MT - Premium Natural Personal Care Product Users,MT_PREMIUM_NATURAL_PERSONAL_CARE_PRODUCT_USERS
MT_PREPAID_CARD_OWNERS,MT - Prepaid Card Owners,MT_PREPAID_CARD_OWNERS
MT_PRICE_DRIVEN_HOME_CLEANERS,MT - Price Driven Home Cleaners,MT_PRICE_DRIVEN_HOME_CLEANERS
MT_PRICE_MATCHERS,MT - Price Matchers,MT_PRICE_MATCHERS
MT_PRICE_MOTIVATED_LAUNDRY_PRODUCT_USERS,MT - Price Motivated Laundry Product Users,MT_PRICE_MOTIVATED_LAUNDRY_PRODUCT_USERS
MT_PRICE_MOTIVATED_PERSONAL_CARE_PRODUCT_USERS,MT - Price Motivated Personal Care Product Users,MT_PRICE_MOTIVATED_PERSONAL_CARE_PRODUCT_USERS
MT_PRIVATE_LABEL_SHOPPER,MT - Private Label Shopper,MT_PRIVATE_LABEL_SHOPPER
MT_PROFESSIONAL_SPORTS_EVENTS_ATTENDEES,MT - Professional Sports Events Attendees,MT_PROFESSIONAL_SPORTS_EVENTS_ATTENDEES
MT_PUBLIC_TRANSPORTATION_USERS,MT - Public Transportation Users,MT_PUBLIC_TRANSPORTATION_USERS
MT_QUANTUM_UPGRADE_CUSTOMERS,MT - Quantum Upgrade Customers,MT_QUANTUM_UPGRADE_CUSTOMERS
MT_QUICK_SERVICE_RESTAURANT_ENTHUSIASTS,MT - Quick Service Restaurant Enthusiasts,MT_QUICK_SERVICE_RESTAURANT_ENTHUSIASTS
MT_QUICK_SHOP_AT_WALMART_OR_TARGET,MT - Quick Shop at Walmart or Target,MT_QUICK_SHOP_AT_WALMART_OR_TARGET
MT_REAL_INGREDIENT_COOK,MT - Real Ingredient Cook,MT_REAL_INGREDIENT_COOK
MT_RENTERS_AND_AUTO_INSURANCE_JOINT_POLICY_HOLDERS,MT - Renters and Auto Insurance Joint Policy Holders,MT_RENTERS_AND_AUTO_INSURANCE_JOINT_POLICY_HOLDERS
MT_REPUBLICAN_VOTER,MT - Republican Voter,MT_REPUBLICAN_VOTER
MT_RESTAURANT_APP_USERS,MT - Restaurant App Users,MT_RESTAURANT_APP_USERS
MT_RESTAURANT_LOYALTY_APP_USERS,MT - Restaurant Loyalty App Users,MT_RESTAURANT_LOYALTY_APP_USERS
MT_RESTAURANT_LOYALTY_CARD_CUSTOMERS,MT - Restaurant Loyalty Card Customers,MT_RESTAURANT_LOYALTY_CARD_CUSTOMERS
MT_RETAIL_TEXTERS,MT - Retail Texters,MT_RETAIL_TEXTERS
MT_RETAILER_CIRCULAR_READERS,MT - Retailer Circular Readers,MT_RETAILER_CIRCULAR_READERS
MT_RETAILER_EMAIL_SUBSCRIBERS,MT - Retailer Email Subscribers,MT_RETAILER_EMAIL_SUBSCRIBERS
MT_RETIRED_BUT_STILL_WORKING,MT - Retired but Still Working,MT_RETIRED_BUT_STILL_WORKING
MT_ROMANCE_READERS,MT - Romance Readers,MT_ROMANCE_READERS
MT_SATELLITE_RADIO_SUBSCRIBERS,MT - Satellite Radio Subscribers,MT_SATELLITE_RADIO_SUBSCRIBERS
MT_SCENT_SEEKERS,MT - Scent Seekers,MT_SCENT_SEEKERS
MT_SELF_PAY_HEALTH_INSURANCE,MT - Self Pay Health Insurance,MT_SELF_PAY_HEALTH_INSURANCE
MT_SELF_INSURED_DENTAL_CUSTOMERS,MT - Self-Insured Dental Customers,MT_SELF_INSURED_DENTAL_CUSTOMERS
MT_SENIOR_CAREGIVERS,MT - Senior Caregivers,MT_SENIOR_CAREGIVERS
MT_SENIOR_LIVING_SEARCHERS,MT - Senior Living Searchers,MT_SENIOR_LIVING_SEARCHERS
MT_SMART_PHONE_USER,MT - Smart Phone User,MT_SMART_PHONE_USER
MT_SOCCER_ENTHUSIASTS,MT - Soccer Enthusiasts,MT_SOCCER_ENTHUSIASTS
MT_SOLAR_ROOFING_INTEREST,MT - Solar Roofing Interest,MT_SOLAR_ROOFING_INTEREST
MT_SPORTS_READERS,MT - Sports Readers,MT_SPORTS_READERS
MT_SPRINT_CELL_PHONE_CUSTOMER,MT - Sprint Cell Phone Customer,MT_SPRINT_CELL_PHONE_CUSTOMER
MT_STOCK_UP_AT_GROCERY_STORES,MT - Stock-Up at Grocery Stores,MT_STOCK_UP_AT_GROCERY_STORES
MT_STOCK_UP_AT_WALMART,MT - Stock-Up at Walmart,MT_STOCK_UP_AT_WALMART
MT_STOCK_UP_SHOPPERS,MT - Stock-Up Shoppers,MT_STOCK_UP_SHOPPERS
MT_SUBSCRIPTION_OR_AUTO_SHIPMENT_CUSTOMERS,MT - Subscr or Auto-shipment Customers,MT_SUBSCRIPTION_OR_AUTO_SHIPMENT_CUSTOMERS
MT_SWING_VOTERS,MT - Swing Voters,MT_SWING_VOTERS
MT_T_MOBILE_CELL_PHONE_CUSTOMER,MT - T-Mobile Cell Phone Customer,MT_T_MOBILE_CELL_PHONE_CUSTOMER
MT_TARGET_CARTWHEEL_USERS,MT - Target Cartwheel Users,MT_TARGET_CARTWHEEL_USERS
MT_TARGET_ENTHUSIAST,MT - Target Enthusiast,MT_TARGET_ENTHUSIAST
MT_TECHNOLOGY_EARLY_ADOPTERS,MT - Technology Early Adopters,MT_TECHNOLOGY_EARLY_ADOPTERS
MT_TERM_LIFE,MT - Term Life,MT_TERM_LIFE
MT_UBERLYFT_USERS,MT - Uber/Lyft Users,MT_UBERLYFT_USERS
MT_UBI_PURCHASER,MT - UBI Purchaser,MT_UBI_PURCHASER
MT_UNDERBANKED_CONSUMERS,MT - Underbanked Consumers,MT_UNDERBANKED_CONSUMERS
MT_UNINSURED_FOR_HEALTH,MT - Uninsured for Health,MT_UNINSURED_FOR_HEALTH
MT_UNSCENTED_PRODUCT_SEEKERS,MT - Unscented Product Seekers,MT_UNSCENTED_PRODUCT_SEEKERS
MT_UPCOMING_RETIREES_50_64,MT - Upcoming Retirees 50-64,MT_UPCOMING_RETIREES_5_64
MT_UPCOMING_RETIREES_65_AND_OLDER,MT - Upcoming Retirees-65 and Older,MT_UPCOMING_RETIREES_65_AND_OLDER
MT_VACATION_SPENDERS,MT - Vacation Spenders,MT_VACATION_SPENDERS
MT_VALUE_CHAINS_ENTHUSIASTS,MT - Value Chains Enthusiasts,MT_VALUE_CHAINS_ENTHUSIASTS
MT_VEHICLE_DIYRS,MT - Vehicle DIY'rs,MT_VEHICLE_DIYRS
MT_VEHICLE_SERVICE_CENTER_USERS,MT - Vehicle Service Center Users,MT_VEHICLE_SERVICE_CENTER_USERS
MT_VERIZON_CELL_PHONE_CUSTOMER,MT - Verizon Cell Phone Customer,MT_VERIZON_CELL_PHONE_CUSTOMER
MT_VETERAN_DONORS,MT - Veteran Donors,MT_VETERAN_DONORS
MT_VETERINARIAN_INFLUENCED_PET_OWNERS,MT - Veterinarian Influenced Pet Owners,MT_VETERINARIAN_INFLUENCED_PET_OWNERS
MT_VOIP_LANDLINECUSTOMERS,MT - VOIP Landline Customers,MT_VOIP_LANDLINECUSTOMERS
MT_WALMART_ENTHUSIAST,MT - Walmart Enthusiast,MT_WALMART_ENTHUSIAST
MT_WALMART_SAVING_CATCHER_USERS,MT - Walmart Saving Catcher Users,MT_WALMART_SAVING_CATCHER_USERS
MT_WEARABLE_TECHNOLOGY_USERS,MT - Wearable Technology Users,MT_WEARABLE_TECHNOLOGY_USERS
MT_WEB_AND_BRICK__MORTAR_VIEWERONLINE_PURCHASERS,MT - Web and Brick & Mortar Viewer/Online Purchasers,MT_WEB_AND_BRICK__MORTAR_VIEWERONLINE_PURCHASERS
MT_WEB_SURFERBRICK__MORTAR_PURCHASERS,MT - Web Surfer/Brick & Mortar Purchasers,MT_WEB_SURFERBRICK__MORTAR_PURCHASERS
MT_WELLNESS_HOUSEHOLDS_HEALTH,MT - Wellness Households (Health),MT_WELLNESS_HOUSEHOLDS_HEALTH
MT_WHATS_ON_SALE_SHOPPERS,MT - What's On Sale Shoppers,MT_WHATS_ON_SALE_SHOPPERS
MT_WHOLE_LIFE,MT - Whole Life,MT_WHOLE_LIFE
MT_WIRED_LINE_VIDEO_CONNECTORS,MT - Wired Line Video Connectors,MT_WIRED_LINE_VIDEO_CONNECTORS
MT_WOMENS_PLUS_SIZE_APPAREL_CUSTOMERS,MT - Womens Plus Size Apparel Customers,MT_WOMENS_PLUS_SIZE_APPAREL_CUSTOMERS
MT_WORK_FOR_SMALL_COMPANY_OFFERING_HEALTH_INSURANCE,MT - Work for Small Company Offering Health Insurance,MT_WORK_FOR_SMALL_COMPANY_OFFERING_HEALTH_INSURANCE
MT_YOGAPILATES_ENTHUSIAST,MT - Yoga/Pilates Enthusiast,MT_YOGAPILATES_ENTHUSIAST
MT_BREAKFAST_DINING_ENTHUSIASTS,MT - Breakfast Dining Enthusiasts,MT_BREAKFAST_DINING_ENTHUSIASTS
MT_LUNCH_DINING_ENTHUSIASTS,MT - Lunch Dining Enthusiasts,MT_LUNCH_DINING_ENTHUSIASTS
MT_QSR_CASH_CUSTOMERS,MT - QSR Cash Customers,MT_QSR_CASH_CUSTOMERS
MT_MEAL_COMBO_CONSUMERS,MT - Meal Combo Consumers,MT_MEAL_COMBO_CONSUMERS
MT_LOW_SODIUM_CONSUMERS,MT - Low Sodium Consumers,MT_LOW_SODIUM_CONSUMERS
MT_DINNER_DINING_ENTHUSIASTS,MT - Dinner Dining Enthusiasts,MT_DINNER_DINING_ENTHUSIASTS
MT_FRESH_FOOD_DELIVERY_CONSUMERS,MT - Fresh Food Delivery Consumers,MT_FRESH_FOOD_DELIVERY_CONSUMERS
MT_GROCERY_STORE_FREQUENTERS,MT - Grocery Store Frequenters,MT_GROCERY_STORE_FREQUENTERS
MT_GROCERY_STORE_APP_USERS,MT - Grocery Store App Users,MT_GROCERY_STORE_APP_USERS
MT_VEGETARIANS,MT - Vegetarians,MT_VEGETARIANS
MT_FREQUENT_MOVIE_ENTHUSIASTS,MT - Frequent Movie Enthusiasts,MT_FREQUENT_MOVIE_ENTHUSIASTS
MT_MOVIE_LOYALTY_PROGRAM_MEMBERS,MT - Movie Loyalty Program Members,MT_MOVIE_LOYALTY_PROGRAM_MEMBERS
MT_OPENING_WEEKEND_MOVIE_ENTHUSIASTS,MT - Opening Weekend Movie Enthusiasts,MT_OPENING_WEEKEND_MOVIE_ENTHUSIASTS
MT_PAID_STREAMING_ENTHUSIASTS,MT - Paid Streaming Enthusiasts,MT_PAID_STREAMING_ENTHUSIASTS
MT_FREE_STREAMING_ENTHUSIASTS,MT - Free Streaming Enthusiasts,MT_FREE_STREAMING_ENTHUSIASTS
MT_SMART_TV_OWNERS,MT - Smart TV Owners,MT_SMART_TV_OWNERS
MT_HOME_SHOPPING_NETWORK_ENTHUSIASTS,MT - Home Shopping Network Enthusiasts,MT_HOME_SHOPPING_NETWORK_ENTHUSIASTS
MT_MOBILE_PHONE_SERVICE_SWITCHERS,MT - Mobile Phone Service Switchers,MT_MOBILE_PHONE_SERVICE_SWITCHERS
MT_DISCOUNT_MOVIE_ENTHUSIASTS,MT - Discount Movie Enthusiasts,MT_DISCOUNT_MOVIE_ENTHUSIASTS
MT_APPLE_SMART_PHONE_OWNERS,MT - Apple Smart Phone Owners,MT_APPLE_SMART_PHONE_OWNERS
MT_ANDROID_SMART_PHONE_OWNERS,MT - Android Smart Phone Owners,MT_ANDROID_SMART_PHONE_OWNERS
MT_ART_HOUSE_MOVIE_ENTHUSIASTS,MT - Art House Movie Enthusiasts,MT_ART_HOUSE_MOVIE_ENTHUSIASTS
MT_FANTASY_SPORTS_ENTHUSIASTS,MT - Fantasy Sports Enthusiasts,MT_FANTASY_SPORTS_ENTHUSIASTS
MT_HOME_REMODELERS,MT - Home Remodelers,MT_HOME_REMODELERS
MT_MEDITATION_ENTHUSIAST,MT - Meditation Enthusiast,MT_MEDITATION_ENTHUSIAST
MT_MEAL_KIT_DELIVERY_CONSUMERS,MT - Meal Kit Delivery Consumers,MT_MEAL_KIT_DELIVERY_CONSUMERS
VEHICLE_CATEGORY_LUXURY_CARS,Vehicle Category - Luxury Cars,VEHICLE_CATEGORY_LUXURY_CARS
VEHICLE_CATEGORY_PASSENGER_CARS,Vehicle Category - Passenger Cars,VEHICLE_CATEGORY_PASSENGER_CARS
VEHICLE_CATEGORY_SPORT_CARS,Vehicle Category - Sport Cars,VEHICLE_CATEGORY_SPORT_CARS
VEHICLE_CATEGORY_SUV,Vehicle Category - SUV,VEHICLE_CATEGORY_SUV
VEHICLE_CATEGORY_TRUCKS,Vehicle Category - Trucks,VEHICLE_CATEGORY_TRUCKS
VEHICLE_CATEGORY_VANS,Vehicle Category - Vans,VEHICLE_CATEGORY_VANS
VEHICLE_INSURANCE_RENEWAL_MONTH,Vehicle Insurance Renewal Month,VEHICLE_INSURANCE_RENEWAL_MONTH
VEHICLE_SUB_CATEGORY_CARGO_VANS,Vehicle Sub Category - Cargo Vans,VEHICLE_SUB_CATEGORY_CARGO_VANS
VEHICLE_SUB_CATEGORY_COMPACT_PICKUPS,Vehicle Sub Category - Compact Pickups,VEHICLE_SUB_CATEGORY_COMPACT_PICKUPS
VEHICLE_SUB_CATEGORY_CONVERTIBLES,Vehicle Sub Category - Convertibles,VEHICLE_SUB_CATEGORY_CONVERTIBLES
VEHICLE_SUB_CATEGORY_CROSSOVERS,Vehicle Sub Category - Crossovers,VEHICLE_SUB_CATEGORY_CROSSOVERS
VEHICLE_SUB_CATEGORY_EXOTICS,Vehicle Sub Category - Exotics,VEHICLE_SUB_CATEGORY_EXOTICS
VEHICLE_SUB_CATEGORY_FULL_SIZE_PICKUPS,Vehicle Sub Category - Full Size Pickups,VEHICLE_SUB_CATEGORY_FULL_SIZE_PICKUPS
VEHICLE_SUB_CATEGORY_FULL_SIZE_SUVS,Vehicle Sub Category - Full Size SUVs,VEHICLE_SUB_CATEGORY_FULL_SIZE_SUVS
VEHICLE_SUB_CATEGORY_HEAVY_DUTY_PICKUPS,Vehicle Sub Category - Heavy Duty Pickups,VEHICLE_SUB_CATEGORY_HEAVY_DUTY_PICKUPS
VEHICLE_SUB_CATEGORY_LARGE_CARS,Vehicle Sub Category - Large Cars,VEHICLE_SUB_CATEGORY_LARGE_CARS
VEHICLE_SUB_CATEGORY_LUXURY_SUVS,Vehicle Sub Category - Luxury SUVs,VEHICLE_SUB_CATEGORY_LUXURY_SUVS
VEHICLE_SUB_CATEGORY_MIDSIZE_CARS,Vehicle Sub Category - Midsize Cars,VEHICLE_SUB_CATEGORY_MIDSIZE_CARS
VEHICLE_SUB_CATEGORY_MIDSIZE_SUVS,Vehicle Sub Category - Midsize SUVs,VEHICLE_SUB_CATEGORY_MIDSIZE_SUVS
VEHICLE_SUB_CATEGORY_MINI_SPORT_UTILITIES,Vehicle Sub Category - Mini Sport Utilities,VEHICLE_SUB_CATEGORY_MINI_SPORT_UTILITIES
VEHICLE_SUB_CATEGORY_MINIVANS,Vehicle Sub Category - Minivans,VEHICLE_SUB_CATEGORY_MINIVANS
VEHICLE_SUB_CATEGORY_NEAR_LUXURY,Vehicle Sub Category - Near Luxury,VEHICLE_SUB_CATEGORY_NEAR_LUXURY
VEHICLE_SUB_CATEGORY_OPEN_TOPS,Vehicle Sub Category - Open Tops,VEHICLE_SUB_CATEGORY_OPEN_TOPS
VEHICLE_SUB_CATEGORY_PASSENGER_VANS,Vehicle Sub Category - Passenger Vans,VEHICLE_SUB_CATEGORY_PASSENGER_VANS
VEHICLE_SUB_CATEGORY_SMALL_CARS,Vehicle Sub Category - Small Cars,VEHICLE_SUB_CATEGORY_SMALL_CARS
VEHICLE_SUB_CATEGORY_SPECIALTY_TRUCKS,Vehicle Sub Category - Specialty Trucks,VEHICLE_SUB_CATEGORY_SPECIALTY_TRUCKS
VEHICLE_SUB_CATEGORY_SPORTY_CARS,Vehicle Sub Category - Sporty Cars,VEHICLE_SUB_CATEGORY_SPORTY_CARS
VEHICLE_SUB_CATEGORY_STATELY_WAGON,Vehicle Sub Category - Stately Wagon,VEHICLE_SUB_CATEGORY_STATELY_WAGON
VEHICLE_SUB_CATEGORY_STATION_WAGONS,Vehicle Sub Category - Station Wagons,VEHICLE_SUB_CATEGORY_STATION_WAGONS
VEHICLE_SUB_CATEGORY_TRUE_LUXURY,Vehicle Sub Category - True Luxury,VEHICLE_SUB_CATEGORY_TRUE_LUXURY
VEHICLE_MAKE,Vehicle: Make,VEHICLE_MAKE
VEHICLE_MODEL,Vehicle: Model,VEHICLE_MODEL
VEHICLE_YEAR,Vehicle: Year,VEHICLE_YEAR
MAIL_ORDER_RESPONDER_INSURANCE,Mail Order Responder - Insurance,MAIL_ORDER_RESPONDER_INSURANCE
LIKELY_TO_BUY_DOMESTIC_VEHICLE,Likely to buy Domestic Vehicle,LIKELY_TO_BUY_DOMESTIC_VEHICLE
LIKELY_TO_BUY_IMPORT_VEHICLE,Likely to buy Import Vehicle,LIKELY_TO_BUY_IMPORT_VEHICLE
LIKELY_TO_BUY_NEW_VEHICLE,Likely to buy New Vehicle,LIKELY_TO_BUY_NEW_VEHICLE
LIKELY_TO_BUY_USED_VEHICLE,Likely to buy Used Vehicle,LIKELY_TO_BUY_USED_VEHICLE
LIKELY_TO_PURCHASE_SAME_MANUFACTURER,Likely to purchase Same Manufacturer,LIKELY_TO_PURCHASE_SAME_MANUFACTURER
LIKELY_TO_USE_DEALER_SERVICE,Likely to use Dealer Service,LIKELY_TO_USE_DEALER_SERVICE
PROPENSITY_TO_BUY_COMPACT_TRUCK,Propensity to buy Compact Truck,PROPENSITY_TO_BUY_COMPACT_TRUCK
PROPENSITY_TO_BUY_ECONOMY_CAR,Propensity to buy Economy Car,PROPENSITY_TO_BUY_ECONOMY_CAR
PROPENSITY_TO_BUY_ECONOMY_SUV,Propensity to buy Economy SUV,PROPENSITY_TO_BUY_ECONOMY_SUV
PROPENSITY_TO_BUY_FULL_SIZE_TRUCK,Propensity to buy Full-Size Truck,PROPENSITY_TO_BUY_FULL_SIZE_TRUCK
PROPENSITY_TO_BUY_LUXURY_TRUCK_FULL_SIZE,Propensity to buy Luxury Truck (Full-Size),PROPENSITY_TO_BUY_LUXURY_TRUCK_FULL_SIZE
BUSINESS_FLAG,Business Flag,BUSINESS_FLAG
COMPANY_NAME,Company Name,COMPANY_NAME
NUMBER_OF_CARS_IN_HOUSEHOLD,Number of Cars in Household,NUMBER_OF_CARS_IN_HOUSEHOLD
NUMBER_OF_TRUCKS_IN_HOUSEHOLD,Number of Trucks in Household,NUMBER_OF_TRUCKS_IN_HOUSEHOLD
NUMBER_OF_VEHICLES_IN_HOUSEHOLD,Number of Vehicles in Household,NUMBER_OF_VEHICLES_IN_HOUSEHOLD
VEHICLE_CLASS_CODE_1,Vehicle Class Code 1,VEHICLE_CLASS_CODE_1
VEHICLE_CLASS_CODE_2,Vehicle Class Code 2,VEHICLE_CLASS_CODE_2
